age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
54,management,married,tertiary,no,2216,yes,no,cellular,13,oct,167,1,-1,0,unknown,no
45,blue-collar,married,tertiary,no,47,yes,no,cellular,28,jan,1972,2,-1,0,unknown,no
36,services,single,secondary,no,248,yes,no,unknown,7,may,90,2,-1,0,unknown,no
38,housemaid,married,primary,no,3918,no,no,cellular,27,aug,101,3,-1,0,unknown,no
59,management,married,tertiary,no,138,yes,yes,cellular,16,nov,162,2,187,5,failure,no
33,admin.,divorced,secondary,no,212,yes,no,unknown,7,jan,23,1,-1,0,unknown,no
61,retired,married,secondary,no,483,no,no,cellular,23,apr,164,1,-1,0,unknown,no
54,management,married,tertiary,no,446,no,no,cellular,3,mar,133,4,102,4,other,no
31,blue-collar,single,primary,no,985,yes,no,unknown,12,may,178,2,-1,0,unknown,no
33,technician,married,secondary,no,1264,no,yes,cellular,8,aug,100,6,-1,0,unknown,no
44,blue-collar,married,secondary,no,144,yes,no,unknown,5,may,247,2,-1,0,unknown,no
24,technician,single,secondary,no,-256,yes,no,unknown,26,may,110,2,-1,0,unknown,no
47,entrepreneur,married,tertiary,no,0,no,no,cellular,16,feb,261,2,-1,0,unknown,yes
31,entrepreneur,married,secondary,no,162,yes,yes,cellular,11,may,0,2,-1,0,unknown,no
30,services,married,secondary,no,0,yes,no,cellular,7,may,512,1,-1,0,unknown,no
46,blue-collar,married,primary,no,14,no,no,cellular,7,jul,407,1,-1,0,unknown,no
35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,407,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,2366,yes,no,cellular,11,may,249,1,356,2,failure,no
27,services,single,secondary,no,4923,yes,no,unknown,19,may,57,7,-1,0,unknown,no
33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,no
50,services,married,secondary,no,961,no,yes,cellular,14,aug,757,4,-1,0,unknown,no
33,management,single,tertiary,no,54,no,no,unknown,7,may,262,2,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,201,yes,no,cellular,15,may,63,8,365,24,other,no
37,management,divorced,primary,yes,0,yes,no,telephone,24,jul,305,1,-1,0,unknown,no
26,unemployed,single,tertiary,no,102,no,no,cellular,28,jul,377,2,-1,0,unknown,no
26,self-employed,single,tertiary,no,657,no,yes,cellular,17,mar,159,2,-1,0,unknown,no
76,self-employed,married,unknown,no,4984,no,no,telephone,28,apr,403,1,182,1,success,yes
52,entrepreneur,married,tertiary,no,618,yes,yes,unknown,14,may,166,2,-1,0,unknown,no
28,entrepreneur,single,unknown,no,1306,yes,no,unknown,19,may,396,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,273,2,131,1,failure,no
78,retired,married,primary,no,832,no,no,telephone,11,may,97,3,-1,0,unknown,no
30,management,single,tertiary,no,171,no,no,cellular,25,aug,301,4,-1,0,unknown,no
33,admin.,single,secondary,no,-281,yes,yes,cellular,20,nov,282,1,-1,0,unknown,no
39,management,married,tertiary,no,1654,no,yes,cellular,21,nov,151,1,-1,0,unknown,no
58,technician,married,secondary,no,1463,yes,no,cellular,12,aug,110,3,-1,0,unknown,no
51,technician,married,secondary,no,113,no,no,cellular,19,nov,193,1,-1,0,unknown,no
55,retired,married,tertiary,no,101,yes,no,cellular,9,jul,111,1,-1,0,unknown,no
40,technician,single,secondary,no,153,no,no,cellular,7,aug,125,2,-1,0,unknown,no
45,technician,married,secondary,no,1831,no,no,cellular,27,may,275,2,-1,0,unknown,yes
32,blue-collar,single,primary,no,1660,no,no,unknown,20,may,14,1,-1,0,unknown,no
45,technician,married,secondary,no,315,yes,no,cellular,30,jun,103,1,-1,0,unknown,no
55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,17,nov,89,2,118,3,failure,no
33,technician,married,secondary,yes,72,yes,no,unknown,6,may,623,1,-1,0,unknown,no
42,management,married,tertiary,no,6060,yes,no,cellular,30,apr,316,1,350,2,failure,yes
34,management,married,tertiary,no,273,yes,no,cellular,20,nov,308,1,188,1,success,no
34,technician,single,secondary,no,302,yes,no,unknown,14,may,282,1,-1,0,unknown,no
59,technician,married,secondary,no,1866,no,no,telephone,3,feb,288,2,215,1,other,no
31,self-employed,married,tertiary,no,3220,no,no,cellular,26,aug,74,4,-1,0,unknown,no
39,management,divorced,tertiary,no,6,yes,no,cellular,28,jan,139,2,-1,0,unknown,no
44,technician,married,secondary,no,366,no,yes,cellular,18,aug,212,12,-1,0,unknown,no
54,admin.,married,secondary,no,263,no,yes,telephone,29,jan,283,4,195,7,failure,no
45,technician,married,secondary,no,366,no,yes,cellular,3,feb,235,2,169,12,failure,no
37,self-employed,married,tertiary,no,144,yes,no,unknown,5,jun,247,2,-1,0,unknown,no
53,management,married,secondary,no,51,yes,no,cellular,17,apr,109,1,-1,0,unknown,no
51,services,divorced,secondary,no,65,no,yes,cellular,15,jul,881,1,-1,0,unknown,yes
50,unemployed,married,secondary,no,193,yes,no,unknown,18,jun,305,6,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,unknown,6,may,290,1,-1,0,unknown,no
37,unemployed,single,secondary,no,1020,yes,no,cellular,15,jul,348,1,-1,0,unknown,no
39,retired,single,primary,no,-79,no,no,unknown,9,may,180,1,-1,0,unknown,no
49,blue-collar,married,primary,no,902,no,no,unknown,9,jun,210,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,270,yes,no,cellular,17,apr,216,1,-1,0,unknown,no
33,services,married,secondary,no,740,no,yes,unknown,30,jun,266,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,-390,yes,no,cellular,5,may,275,1,-1,0,unknown,no
30,admin.,single,tertiary,no,33,yes,no,cellular,25,jul,396,1,-1,0,unknown,no
57,self-employed,married,secondary,no,7747,no,no,cellular,7,aug,102,2,-1,0,unknown,no
39,blue-collar,single,secondary,no,29,yes,no,unknown,7,may,214,2,-1,0,unknown,no
30,management,married,tertiary,no,3330,no,no,cellular,7,aug,109,6,-1,0,unknown,no
36,unemployed,married,secondary,no,-129,yes,no,cellular,29,jul,121,3,-1,0,unknown,no
38,entrepreneur,married,secondary,no,0,yes,yes,cellular,17,nov,258,1,-1,0,unknown,no
54,management,married,tertiary,no,2960,yes,no,cellular,13,feb,94,9,85,1,failure,no
56,blue-collar,married,secondary,no,324,no,no,cellular,18,aug,213,5,-1,0,unknown,no
42,management,married,tertiary,no,294,no,no,cellular,26,aug,513,1,-1,0,unknown,yes
47,blue-collar,married,secondary,no,11305,no,no,cellular,22,aug,118,6,-1,0,unknown,no
39,blue-collar,married,secondary,no,23,yes,no,unknown,12,may,22,5,-1,0,unknown,no
40,management,married,tertiary,no,1777,yes,no,cellular,18,nov,81,4,-1,0,unknown,no
45,blue-collar,married,primary,no,246,yes,no,unknown,14,may,263,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,4635,yes,no,unknown,20,may,148,1,-1,0,unknown,no
35,self-employed,married,tertiary,no,7990,yes,no,cellular,4,feb,357,1,-1,0,unknown,no
30,technician,single,secondary,no,3144,no,no,cellular,19,may,212,2,-1,0,unknown,yes
46,services,married,secondary,no,9,no,no,unknown,16,may,297,4,-1,0,unknown,no
52,retired,married,secondary,no,1956,no,no,unknown,6,jun,384,2,-1,0,unknown,no
51,services,married,primary,no,56,no,yes,cellular,24,jul,149,2,-1,0,unknown,no
57,management,married,tertiary,no,1357,yes,yes,cellular,18,nov,97,2,-1,0,unknown,no
41,admin.,married,secondary,no,705,yes,no,unknown,13,may,205,1,-1,0,unknown,no
48,services,married,secondary,no,1355,no,no,cellular,12,aug,409,7,-1,0,unknown,no
55,services,married,primary,no,269,no,no,cellular,25,aug,89,4,-1,0,unknown,no
50,technician,married,secondary,no,20,yes,no,cellular,9,jul,95,1,-1,0,unknown,no
35,management,married,tertiary,no,451,yes,no,cellular,17,apr,220,6,-1,0,unknown,no
34,unemployed,married,secondary,no,6438,yes,no,cellular,21,nov,21,7,-1,0,unknown,no
30,services,married,secondary,no,227,no,yes,unknown,3,jun,23,1,-1,0,unknown,no
34,blue-collar,married,primary,no,6575,yes,no,unknown,26,may,405,4,-1,0,unknown,no
40,self-employed,divorced,secondary,no,1876,no,yes,unknown,20,jun,269,1,-1,0,unknown,no
40,admin.,married,secondary,no,-666,yes,no,unknown,27,may,107,2,-1,0,unknown,no
26,services,married,secondary,no,104,no,no,unknown,14,may,7,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,897,yes,no,unknown,20,may,26,2,-1,0,unknown,no
59,management,married,tertiary,no,281,no,no,cellular,8,jul,430,2,-1,0,unknown,no
30,management,single,tertiary,no,382,yes,no,cellular,21,jul,200,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,-99,no,no,cellular,17,jul,260,1,-1,0,unknown,no
21,student,single,secondary,no,2488,no,no,cellular,12,oct,180,1,-1,0,unknown,yes
52,management,married,secondary,no,-588,yes,no,cellular,22,jul,81,4,-1,0,unknown,no
34,technician,married,secondary,no,1,no,yes,unknown,25,jun,53,1,-1,0,unknown,no
58,retired,divorced,primary,no,2745,no,yes,cellular,15,apr,469,1,-1,0,unknown,no
78,retired,divorced,secondary,no,3219,no,no,cellular,24,feb,151,1,-1,0,unknown,yes
39,management,divorced,tertiary,no,224,no,no,cellular,5,apr,208,1,-1,0,unknown,yes
54,admin.,divorced,secondary,no,791,no,yes,cellular,10,jul,66,1,-1,0,unknown,no
27,blue-collar,married,unknown,no,-442,yes,no,unknown,30,may,85,7,-1,0,unknown,no
66,housemaid,married,secondary,no,1929,no,no,cellular,2,feb,169,1,-1,0,unknown,no
45,technician,married,tertiary,no,377,yes,no,unknown,19,jun,835,3,-1,0,unknown,yes
39,technician,single,secondary,no,69,no,no,cellular,26,aug,183,3,-1,0,unknown,no
35,admin.,divorced,secondary,no,183,no,yes,cellular,6,feb,12,7,217,1,failure,no
54,management,married,tertiary,no,67,yes,no,cellular,2,feb,161,3,73,1,other,no
39,management,married,primary,no,738,yes,yes,cellular,18,jul,215,3,-1,0,unknown,no
57,retired,married,tertiary,no,42,no,no,cellular,29,aug,68,4,-1,0,unknown,no
49,housemaid,married,primary,no,3376,no,no,unknown,9,jun,119,3,-1,0,unknown,no
37,housemaid,married,primary,no,2410,no,no,cellular,4,aug,315,1,-1,0,unknown,no
42,services,divorced,secondary,no,11177,yes,no,cellular,14,may,229,6,373,1,other,no
57,management,married,tertiary,no,1636,no,no,cellular,17,nov,123,1,-1,0,unknown,no
46,blue-collar,married,primary,no,185,no,no,cellular,25,aug,226,10,-1,0,unknown,no
34,management,married,tertiary,no,6808,yes,no,cellular,21,nov,8,3,-1,0,unknown,no
41,housemaid,married,secondary,no,13,no,no,cellular,11,aug,155,4,-1,0,unknown,no
49,blue-collar,married,primary,no,923,no,no,unknown,20,jun,471,2,-1,0,unknown,no
38,services,single,primary,no,-87,yes,no,cellular,13,may,531,1,-1,0,unknown,no
32,technician,divorced,secondary,no,-262,yes,no,telephone,28,aug,85,24,-1,0,unknown,no
29,management,single,tertiary,no,-158,yes,no,unknown,28,may,399,1,-1,0,unknown,no
34,blue-collar,married,primary,no,6718,no,no,cellular,13,jan,278,4,97,1,other,no
47,management,married,tertiary,no,1028,no,yes,cellular,17,nov,55,1,-1,0,unknown,no
48,services,single,secondary,no,2749,no,no,cellular,19,nov,442,1,-1,0,unknown,no
37,admin.,single,secondary,no,686,yes,no,cellular,5,may,253,3,280,2,failure,no
36,technician,married,secondary,no,2394,no,no,cellular,14,aug,184,2,-1,0,unknown,no
33,management,single,secondary,no,-298,no,no,cellular,22,aug,168,2,-1,0,unknown,no
30,admin.,married,tertiary,no,400,yes,no,cellular,7,may,223,1,-1,0,unknown,no
37,management,single,tertiary,no,553,no,no,cellular,12,aug,63,2,-1,0,unknown,no
35,technician,married,secondary,no,650,yes,no,cellular,14,may,241,2,349,2,failure,no
34,management,married,tertiary,no,11,yes,no,cellular,18,nov,123,1,124,1,failure,no
31,technician,single,tertiary,no,2530,yes,no,cellular,16,apr,60,1,342,1,failure,no
34,admin.,married,secondary,no,2,yes,no,cellular,25,jul,137,11,-1,0,unknown,no
46,management,married,tertiary,no,699,no,no,cellular,2,feb,241,1,-1,0,unknown,no
31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,47,1,-1,0,unknown,no
26,blue-collar,married,primary,no,40,no,yes,cellular,28,jul,49,3,-1,0,unknown,no
32,management,married,tertiary,no,3442,no,no,cellular,18,nov,475,1,-1,0,unknown,no
21,blue-collar,single,secondary,yes,-59,yes,yes,unknown,4,jun,83,1,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,99,no,yes,cellular,31,jul,192,3,-1,0,unknown,no
32,management,married,tertiary,no,183,yes,no,cellular,7,aug,112,3,-1,0,unknown,no
31,unemployed,married,secondary,no,3242,no,no,unknown,25,jun,292,2,-1,0,unknown,no
37,services,single,secondary,no,-196,yes,no,unknown,7,may,207,1,-1,0,unknown,no
59,entrepreneur,married,tertiary,no,1728,no,no,cellular,7,jul,575,2,-1,0,unknown,no
32,technician,married,secondary,no,5,yes,no,cellular,17,nov,114,1,-1,0,unknown,no
29,admin.,single,secondary,no,468,yes,yes,unknown,23,may,353,1,-1,0,unknown,no
41,management,married,tertiary,no,1234,no,no,unknown,17,jun,68,1,-1,0,unknown,no
40,management,married,tertiary,no,89,yes,yes,telephone,9,feb,148,6,-1,0,unknown,no
37,admin.,married,secondary,no,2991,yes,no,cellular,22,jul,139,3,-1,0,unknown,no
42,management,married,tertiary,no,-1,yes,yes,telephone,8,may,185,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,77,yes,no,unknown,16,may,236,2,-1,0,unknown,no
36,management,married,tertiary,no,393,yes,no,cellular,30,apr,555,2,-1,0,unknown,yes
69,technician,married,tertiary,no,482,no,no,cellular,29,jul,478,1,267,1,failure,yes
40,services,single,secondary,no,573,yes,no,cellular,14,may,329,1,-1,0,unknown,no
56,retired,married,primary,no,21,no,no,cellular,29,jul,324,7,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180,1,-1,0,unknown,no
34,blue-collar,married,primary,no,3,yes,no,telephone,8,may,26,1,-1,0,unknown,no
36,management,single,tertiary,no,2032,no,yes,cellular,20,nov,736,1,-1,0,unknown,yes
44,management,married,tertiary,no,795,no,no,cellular,28,aug,99,24,-1,0,unknown,no
40,self-employed,married,primary,no,771,yes,no,unknown,14,may,166,1,-1,0,unknown,no
37,unemployed,single,primary,no,1241,no,no,unknown,9,jun,60,2,-1,0,unknown,no
51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,no
48,blue-collar,married,primary,no,14,no,yes,cellular,7,jul,120,1,-1,0,unknown,no
35,admin.,single,secondary,no,943,no,no,telephone,14,nov,24,1,-1,0,unknown,no
33,services,married,secondary,no,881,yes,no,unknown,21,may,67,5,-1,0,unknown,no
54,management,married,tertiary,no,7249,yes,yes,cellular,4,feb,102,2,77,1,failure,no
31,management,single,tertiary,no,2915,no,no,cellular,30,apr,228,1,86,1,failure,no
28,student,single,tertiary,no,3717,no,no,telephone,30,oct,177,2,-1,0,unknown,no
35,technician,divorced,secondary,no,2,no,no,unknown,3,jul,88,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,162,no,yes,cellular,22,jul,675,2,-1,0,unknown,no
53,technician,single,tertiary,no,118,no,no,cellular,14,jul,431,3,-1,0,unknown,no
39,blue-collar,married,primary,no,3324,no,no,cellular,9,jul,108,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,1540,yes,yes,cellular,18,nov,158,1,-1,0,unknown,no
31,blue-collar,married,primary,no,347,no,no,telephone,20,nov,21,1,-1,0,unknown,no
45,services,divorced,secondary,no,608,yes,yes,cellular,7,may,1135,3,323,30,failure,yes
32,student,single,unknown,no,4110,no,no,cellular,6,feb,119,8,-1,0,unknown,no
28,entrepreneur,single,tertiary,no,16,no,no,cellular,5,feb,48,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,86,no,no,cellular,31,jul,128,2,-1,0,unknown,no
27,technician,single,secondary,no,842,no,no,cellular,30,jul,273,1,91,1,other,no
39,self-employed,married,secondary,no,4722,yes,no,unknown,17,jun,483,1,-1,0,unknown,no
57,services,single,secondary,no,2236,yes,no,unknown,14,may,73,2,-1,0,unknown,no
45,blue-collar,married,primary,no,97,yes,no,unknown,7,may,923,3,-1,0,unknown,no
44,management,married,tertiary,no,7818,no,no,cellular,27,may,412,1,-1,0,unknown,yes
34,technician,married,secondary,no,393,yes,no,cellular,15,may,314,2,177,6,other,no
37,self-employed,married,secondary,no,4153,yes,no,cellular,31,jul,35,16,-1,0,unknown,no
47,management,married,secondary,no,5012,yes,no,cellular,16,apr,262,2,-1,0,unknown,no
39,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,275,2,307,1,other,no
37,services,married,primary,no,0,yes,no,unknown,26,may,581,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,750,yes,no,unknown,23,may,204,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,120,yes,yes,cellular,29,jan,121,1,259,3,failure,no
26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no
59,blue-collar,divorced,secondary,no,61,yes,no,cellular,13,may,61,1,-1,0,unknown,no
56,admin.,married,unknown,no,1784,no,no,cellular,13,aug,71,2,-1,0,unknown,no
29,admin.,married,secondary,no,795,yes,yes,cellular,10,jul,270,2,-1,0,unknown,no
44,blue-collar,married,primary,no,622,yes,no,unknown,21,feb,66,1,-1,0,unknown,no
54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,may,844,1,-1,0,unknown,yes
35,self-employed,single,tertiary,no,670,no,yes,cellular,13,may,44,1,-1,0,unknown,no
39,blue-collar,married,primary,no,568,yes,no,unknown,21,may,173,3,-1,0,unknown,no
41,management,married,tertiary,no,5883,no,no,cellular,20,nov,182,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,16,9,253,1,failure,no
44,management,married,tertiary,no,423,no,no,cellular,3,jun,136,6,83,5,success,no
30,blue-collar,married,secondary,no,15,yes,yes,cellular,14,may,524,1,370,2,failure,no
31,services,single,secondary,no,469,no,yes,cellular,2,feb,111,1,-1,0,unknown,no
49,admin.,married,secondary,no,0,no,no,cellular,1,jun,1460,1,-1,0,unknown,yes
30,services,married,secondary,no,637,yes,no,cellular,15,may,69,5,-1,0,unknown,no
25,student,single,secondary,no,358,no,no,cellular,16,nov,330,1,-1,0,unknown,yes
56,management,married,tertiary,no,935,yes,no,cellular,8,may,209,2,172,1,failure,no
51,management,married,tertiary,no,4,yes,no,cellular,21,nov,58,2,-1,0,unknown,no
31,student,single,unknown,no,2882,yes,no,cellular,6,may,158,2,-1,0,unknown,no
46,unemployed,married,secondary,no,3533,yes,no,cellular,12,aug,235,2,-1,0,unknown,no
44,services,divorced,secondary,no,130,yes,no,cellular,14,may,263,1,371,1,failure,no
34,services,married,secondary,no,0,yes,no,cellular,21,apr,95,1,-1,0,unknown,no
32,technician,single,secondary,no,10,yes,no,unknown,8,may,107,1,-1,0,unknown,no
48,self-employed,divorced,tertiary,no,103,no,yes,cellular,25,jul,135,1,-1,0,unknown,no
49,unemployed,divorced,secondary,no,66,no,no,cellular,9,jul,218,3,-1,0,unknown,no
32,management,single,tertiary,no,2613,no,no,cellular,4,may,520,2,-1,0,unknown,no
42,retired,married,primary,no,0,yes,no,unknown,8,may,186,2,-1,0,unknown,no
30,management,single,tertiary,no,536,no,no,cellular,14,jan,362,2,91,2,success,yes
27,management,single,tertiary,no,2420,yes,no,unknown,12,may,391,2,-1,0,unknown,no
31,services,single,secondary,no,629,yes,no,unknown,21,may,369,2,-1,0,unknown,no
46,admin.,married,secondary,no,126,no,no,unknown,18,jun,1255,1,-1,0,unknown,yes
39,management,married,tertiary,no,225,yes,no,cellular,20,nov,554,2,-1,0,unknown,no
38,technician,divorced,secondary,no,1333,yes,yes,unknown,28,may,188,1,-1,0,unknown,no
41,technician,married,secondary,no,442,yes,yes,cellular,17,apr,261,3,322,1,other,no
32,blue-collar,married,secondary,no,1197,yes,yes,unknown,16,may,241,1,-1,0,unknown,no
50,management,married,tertiary,no,161,no,no,cellular,26,aug,19,17,-1,0,unknown,no
40,self-employed,married,secondary,yes,2,no,no,cellular,27,aug,158,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,5057,yes,no,unknown,19,may,21,2,-1,0,unknown,no
29,technician,single,secondary,no,5763,no,yes,cellular,5,jun,271,2,92,2,success,no
27,technician,married,secondary,no,1103,no,no,unknown,4,jun,123,1,-1,0,unknown,no
38,management,married,tertiary,no,980,no,no,unknown,3,jun,662,5,-1,0,unknown,no
36,management,married,tertiary,no,1355,yes,no,unknown,20,jun,256,8,-1,0,unknown,no
58,blue-collar,married,primary,no,23,yes,no,unknown,20,may,91,6,-1,0,unknown,no
38,housemaid,married,secondary,no,333,yes,no,cellular,5,feb,606,2,202,1,other,no
28,housemaid,single,secondary,no,1,yes,no,cellular,12,may,395,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,4855,yes,no,cellular,10,aug,1529,1,397,1,failure,no
35,services,single,secondary,no,49,no,no,cellular,30,jan,346,1,-1,0,unknown,no
74,retired,married,tertiary,no,4912,no,no,telephone,20,apr,268,2,181,3,failure,no
43,management,married,tertiary,no,1530,no,no,cellular,7,jul,91,3,-1,0,unknown,no
40,blue-collar,married,primary,no,238,no,no,unknown,20,jun,6,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,-617,yes,no,unknown,2,jun,115,2,-1,0,unknown,no
60,management,married,primary,no,252,yes,yes,cellular,13,apr,123,2,147,3,failure,no
41,management,married,tertiary,no,0,no,no,cellular,11,aug,1242,5,-1,0,unknown,yes
34,admin.,married,secondary,no,1406,yes,no,cellular,27,may,145,1,-1,0,unknown,yes
53,blue-collar,married,primary,no,1294,no,no,unknown,28,oct,71,1,-1,0,unknown,no
38,technician,married,secondary,no,61,yes,no,unknown,28,may,97,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,170,yes,yes,unknown,19,may,234,13,-1,0,unknown,no
38,technician,single,secondary,no,275,yes,no,cellular,28,jan,52,1,-1,0,unknown,no
28,technician,single,secondary,no,417,yes,yes,cellular,7,may,188,2,366,2,other,no
37,technician,married,tertiary,no,341,no,no,cellular,13,aug,287,3,182,3,success,yes
48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes
38,unemployed,single,secondary,no,223,yes,no,cellular,30,jul,698,4,-1,0,unknown,no
54,housemaid,married,primary,no,5048,no,no,unknown,18,jun,163,1,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,0,yes,no,unknown,20,jun,50,2,-1,0,unknown,no
35,management,single,tertiary,no,151,no,no,unknown,20,sep,11,1,850,2,failure,no
33,services,single,secondary,no,772,yes,no,cellular,29,jan,323,2,259,3,success,no
44,management,married,secondary,no,11972,no,no,unknown,19,jun,127,1,-1,0,unknown,no
38,technician,single,tertiary,no,187,no,no,cellular,27,aug,87,7,-1,0,unknown,no
43,services,single,tertiary,no,126,yes,no,unknown,20,jun,351,2,-1,0,unknown,no
29,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689,4,-1,0,unknown,yes
44,services,divorced,secondary,no,20541,no,yes,unknown,18,jun,501,2,-1,0,unknown,no
55,unemployed,married,tertiary,no,383,no,no,unknown,6,may,343,3,-1,0,unknown,no
34,management,married,tertiary,no,169,no,no,cellular,25,aug,115,4,-1,0,unknown,no
55,management,married,tertiary,no,540,no,no,cellular,19,nov,124,2,-1,0,unknown,no
32,admin.,divorced,secondary,no,281,yes,no,unknown,8,may,231,4,-1,0,unknown,no
53,retired,divorced,tertiary,no,599,yes,no,unknown,13,may,322,3,-1,0,unknown,no
36,blue-collar,married,primary,no,-402,no,no,unknown,21,may,173,6,-1,0,unknown,no
47,retired,divorced,primary,no,2576,no,no,unknown,12,jun,188,4,-1,0,unknown,no
58,technician,married,tertiary,no,1692,yes,no,telephone,17,jul,517,5,-1,0,unknown,no
26,management,single,tertiary,no,943,no,no,cellular,11,nov,166,1,195,1,success,yes
45,blue-collar,married,secondary,no,3092,yes,yes,cellular,12,may,180,2,-1,0,unknown,no
52,management,married,tertiary,no,4675,no,no,cellular,12,feb,181,3,-1,0,unknown,yes
36,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,332,1,-1,0,unknown,no
43,management,married,tertiary,no,704,no,no,cellular,18,jul,116,1,-1,0,unknown,no
43,technician,single,secondary,no,257,yes,no,cellular,2,feb,64,2,-1,0,unknown,no
35,management,married,tertiary,no,1285,no,no,cellular,26,aug,100,4,-1,0,unknown,no
46,blue-collar,married,secondary,no,922,yes,no,telephone,18,nov,296,2,-1,0,unknown,no
67,retired,married,primary,no,585,no,no,cellular,17,aug,109,1,-1,0,unknown,no
47,management,married,tertiary,no,649,yes,no,cellular,27,mar,78,2,-1,0,unknown,no
34,management,single,tertiary,no,0,no,no,cellular,5,feb,71,1,-1,0,unknown,no
35,admin.,married,secondary,no,-488,yes,no,unknown,2,jun,97,4,-1,0,unknown,no
38,management,single,tertiary,no,16957,yes,no,unknown,27,may,142,2,-1,0,unknown,no
29,technician,single,tertiary,no,-803,yes,yes,cellular,6,may,827,1,329,9,failure,no
40,technician,married,secondary,no,2576,yes,yes,unknown,12,may,10,11,-1,0,unknown,no
56,blue-collar,married,secondary,no,241,yes,no,cellular,17,aug,97,2,-1,0,unknown,no
53,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,may,101,3,-1,0,unknown,no
31,management,single,tertiary,no,354,no,no,cellular,21,apr,242,2,-1,0,unknown,yes
53,blue-collar,single,unknown,no,1555,yes,no,unknown,27,may,383,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,373,yes,no,cellular,14,may,10,9,344,1,failure,no
47,retired,married,tertiary,no,1225,yes,yes,unknown,16,jun,339,2,-1,0,unknown,no
52,self-employed,married,primary,no,314,yes,no,cellular,4,feb,131,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,925,yes,yes,unknown,20,jun,22,8,-1,0,unknown,no
37,blue-collar,married,primary,no,153,no,yes,cellular,31,jul,15,26,-1,0,unknown,no
47,self-employed,married,secondary,no,0,no,no,unknown,26,jun,174,8,-1,0,unknown,no
49,services,divorced,primary,no,400,yes,no,telephone,15,may,64,1,-1,0,unknown,no
53,housemaid,married,secondary,no,2406,yes,no,unknown,16,jun,393,2,-1,0,unknown,no
41,self-employed,divorced,tertiary,no,-319,no,no,unknown,20,jun,263,3,-1,0,unknown,no
39,services,married,secondary,no,823,yes,yes,cellular,28,jul,780,2,-1,0,unknown,no
53,self-employed,single,secondary,no,731,no,no,cellular,21,nov,251,2,-1,0,unknown,no
59,housemaid,married,secondary,no,0,no,no,telephone,3,feb,722,1,99,4,failure,no
36,services,married,secondary,no,5000,no,no,unknown,16,jun,177,5,-1,0,unknown,no
58,blue-collar,married,primary,no,0,yes,no,unknown,19,jun,573,1,-1,0,unknown,no
33,technician,single,secondary,no,716,yes,no,cellular,14,may,234,2,-1,0,unknown,no
32,student,single,tertiary,no,922,no,no,cellular,18,oct,338,2,-1,0,unknown,no
34,unknown,single,secondary,no,859,no,no,cellular,28,jan,829,1,-1,0,unknown,yes
50,management,divorced,tertiary,no,299,no,no,cellular,17,nov,666,3,-1,0,unknown,no
42,management,single,tertiary,no,227,no,no,cellular,20,aug,428,8,-1,0,unknown,no
72,retired,divorced,tertiary,no,402,no,no,cellular,12,jul,194,3,-1,0,unknown,no
44,blue-collar,married,primary,no,213,no,no,unknown,6,may,158,1,-1,0,unknown,no
